district,amphoe,province,zipcode,district_code,amphoe_code,province_code,district_en,amphoe_en,province_en
ป่าลาน,ดอยสะเก็ด,เชียงใหม่,50220,500506,5005,50,Pa Lan,Doi Saket,Chiang Mai
แม่คือ,ดอยสะเก็ด,เชียงใหม่,50220,500509,5005,50,Mae Khue,Doi Saket,Chiang Mai
แม่โป่ง,ดอยสะเก็ด,เชียงใหม่,50220,500512,5005,50,Mae Pong,Doi Saket,Chiang Mai
แม่ฮ้อยเงิน,ดอยสะเก็ด,เชียงใหม่,50220,500511,5005,50,"Mae Hoi Ngoen	",Doi Saket,Chiang Mai
ลวงเหนือ,ดอยสะเก็ด,เชียงใหม่,50220,500503,5005,50,Luang Nuea,Doi Saket,Chiang Mai
สง่าบ้าน,ดอยสะเก็ด,เชียงใหม่,50220,500505,5005,50,Sa-nga Ban,Doi Saket,Chiang Mai
สันปูเลย,ดอยสะเก็ด,เชียงใหม่,50220,500502,5005,50,San Pu Loei,Doi Saket,Chiang Mai
สำราญราษฎร์,ดอยสะเก็ด,เชียงใหม่,50220,500508,5005,50,Samran Rat,Doi Saket,Chiang Mai
ดอยหล่อ,ดอยหล่อ,เชียงใหม่,50160,500208,5024,50,Doi Lo,Doi Lo,Chiang Mai
ยางคราม,ดอยหล่อ,เชียงใหม่,50160,500201,5024,50,Yang Khram,Doi Lo,Chiang Mai
สองแคว,ดอยหล่อ,เชียงใหม่,50160,500202,5024,50,Song Khwae,Doi Lo,Chiang Mai
สันติสุข,ดอยหล่อ,เชียงใหม่,50160,500210,5024,50,Santi Suk,Doi Lo,Chiang Mai
โป่งน้ำร้อน,ฝาง,เชียงใหม่,50110,500912,5009,50,Pong Nam Ron,Fang,Chiang Mai
ม่อนปิ่น,ฝาง,เชียงใหม่,50110,500903,5009,50,Mon Pin,Fang,Chiang Mai
แม่ข่า,ฝาง,เชียงใหม่,50320,500911,5009,50,Mae Kha,Fang,Chiang Mai
แม่คะ,ฝาง,เชียงใหม่,50110,500910,5009,50,Mae Kha,Fang,Chiang Mai
แม่งอน,ฝาง,เชียงใหม่,50320,500904,5009,50,Mae Ngon,Fang,Chiang Mai
แม่สูน,ฝาง,เชียงใหม่,50110,500905,5009,50,Mae Sun,Fang,Chiang Mai
เวียง,ฝาง,เชียงใหม่,50110,500901,5009,50,Wiang,Fang,Chiang Mai
สันทราย,ฝาง,เชียงใหม่,50110,500906,5009,50,San Sai,Fang,Chiang Mai
เขื่อนผาก,พร้าว,เชียงใหม่,50190,501108,5011,50,Khuean Phak,Phrao,Chiang Mai
ทุ่งหลวง,พร้าว,เชียงใหม่,50190,501102,5011,50,Thung Luang,Phrao,Chiang Mai
น้ำแพร่,พร้าว,เชียงใหม่,50190,501107,5011,50,Nam Phrae,Phrao,Chiang Mai
บ้านโป่ง,พร้าว,เชียงใหม่,50190,501106,5011,50,Ban Pong,Phrao,Chiang Mai
ป่าตุ้ม,พร้าว,เชียงใหม่,50190,501103,5011,50,Pa Tum,Phrao,Chiang Mai
ป่าไหน่,พร้าว,เชียงใหม่,50190,501104,5011,50,Pa Nai,Phrao,Chiang Mai
แม่ปั๋ง,พร้าว,เชียงใหม่,50190,501110,5011,50,Mae Pang,Phrao,Chiang Mai
แม่แวน,พร้าว,เชียงใหม่,50190,501109,5011,50,Mae Waen,Phrao,Chiang Mai
เวียง,พร้าว,เชียงใหม่,50190,500901,5011,50,Wiang,Phrao,Chiang Mai
สันทราย,พร้าว,เชียงใหม่,50190,500906,5011,50,San Sai,Phrao,Chiang Mai
โหล่งขอด,พร้าว,เชียงใหม่,50190,501111,5011,50,Long Khot,Phrao,Chiang Mai
ช้างคลาน,เมืองเชียงใหม่,เชียงใหม่,50100,500105,5001,50,Chang Khlan,Mueang Chiang Mai,Chiang Mai
ช้างเผือก,เมืองเชียงใหม่,เชียงใหม่,50300,500107,5001,50,Chang Phueak,Mueang Chiang Mai,Chiang Mai
ช้างม่อย,เมืองเชียงใหม่,เชียงใหม่,50300,500104,5001,50,Chang Moi,Mueang Chiang Mai,Chiang Mai
ท่าศาลา,เมืองเชียงใหม่,เชียงใหม่,50000,500112,5001,50,Tha Sala,Mueang Chiang Mai,Chiang Mai
ป่าแดด,เมืองเชียงใหม่,เชียงใหม่,50100,500110,5001,50,Pa Daet,Mueang Chiang Mai,Chiang Mai
ป่าตัน,เมืองเชียงใหม่,เชียงใหม่,50300,500115,5001,50,Pa Tan,Mueang Chiang Mai,Chiang Mai
พระสิงห์,เมืองเชียงใหม่,เชียงใหม่,50200,500102,5001,50,Phra Sing,Mueang Chiang Mai,Chiang Mai
ฟ้าฮ่าม,เมืองเชียงใหม่,เชียงใหม่,50000,500114,5001,50,Fa Ham,Mueang Chiang Mai,Chiang Mai
แม่เหียะ,เมืองเชียงใหม่,เชียงใหม่,50100,500109,5001,50,Mae Hia,Mueang Chiang Mai,Chiang Mai
วัดเกต,เมืองเชียงใหม่,เชียงใหม่,50000,500106,5001,50,Wat Ket,Mueang Chiang Mai,Chiang Mai
ศรีภูมิ,เมืองเชียงใหม่,เชียงใหม่,50200,500101,5001,50,Si Phum,Mueang Chiang Mai,Chiang Mai
สันผีเสื้อ,เมืองเชียงใหม่,เชียงใหม่,50300,500116,5001,50,San Phi Suea,Mueang Chiang Mai,Chiang Mai
สุเทพ,เมืองเชียงใหม่,เชียงใหม่,50200,500108,5001,50,Suthep,Mueang Chiang Mai,Chiang Mai
หนองป่าครั่ง,เมืองเชียงใหม่,เชียงใหม่,50000,500113,5001,50,"Nong Pa Khrang	",Mueang Chiang Mai,Chiang Mai
หนองหอย,เมืองเชียงใหม่,เชียงใหม่,50000,500111,5001,50,Nong Hoi,Mueang Chiang Mai,Chiang Mai
หายยา,เมืองเชียงใหม่,เชียงใหม่,50100,500103,5001,50,Haiya,Mueang Chiang Mai,Chiang Mai
กองแขก,แม่แจ่ม,เชียงใหม่,50270,500308,5003,50,Kong Khaek,Mae Chaem,Chiang Mai
ช่างเคิ่ง,แม่แจ่ม,เชียงใหม่,50270,500301,5003,50,Chang Khoeng,Mae Chaem,Chiang Mai
ท่าผา,แม่แจ่ม,เชียงใหม่,50270,500302,5003,50,Tha Pha,Mae Chaem,Chiang Mai
บ้านทับ,แม่แจ่ม,เชียงใหม่,50270,500303,5003,50,Ban Thap,Mae Chaem,Chiang Mai
ปางหินฝน,แม่แจ่ม,เชียงใหม่,50270,500307,5003,50,Pang Hin Fon,Mae Chaem,Chiang Mai
แม่นาจร,แม่แจ่ม,เชียงใหม่,50270,500305,5003,50,Mae Na John,Mae Chaem,Chiang Mai
แม่ศึก,แม่แจ่ม,เชียงใหม่,50270,500304,5003,50,Mae Suek,Mae Chaem,Chiang Mai
กื้ดช้าง,แม่แตง,เชียงใหม่,50150,500612,5006,50,Kuet Chang,Mae Taeng,Chiang Mai
ขี้เหล็ก,แม่แตง,เชียงใหม่,50150,500603,5006,50,Khilek,Mae Taeng,Chiang Mai
ช่อแล,แม่แตง,เชียงใหม่,50150,500604,5006,50,Cho Lae,Mae Taeng,Chiang Mai
บ้านช้าง,แม่แตง,เชียงใหม่,50150,500611,5006,50,Ban Chang,Mae Taeng,Chiang Mai
บ้านเป้า,แม่แตง,เชียงใหม่,50150,500607,5006,50,Ban Pao,Mae Taeng,Chiang Mai
ป่าแป๋,แม่แตง,เชียงใหม่,50150,500609,5006,50,Pa Pae,Mae Taeng,Chiang Mai
เมืองก๋าย,แม่แตง,เชียงใหม่,50150,500610,5006,50,Mueang Kai,Mae Taeng,Chiang Mai
แม่แตง,แม่แตง,เชียงใหม่,50150,500602,5006,50,Mae Taeng,Mae Taeng,Chiang Mai
แม่หอพระ,แม่แตง,เชียงใหม่,50150,500605,5006,50,Mae Ho Phra,Mae Taeng,Chiang Mai
สบเปิง,แม่แตง,เชียงใหม่,50150,500606,5006,50,Sop Poeng,Mae Taeng,Chiang Mai
สันป่ายาง,แม่แตง,เชียงใหม่,50330,500608,5006,50,San Pa Yang,Mae Taeng,Chiang Mai
สันมหาพน,แม่แตง,เชียงใหม่,50150,500601,5006,50,San Maha Phon,Mae Taeng,Chiang Mai
อินทขิล,แม่แตง,เชียงใหม่,50150,500613,5006,50,Inthakhin,Mae Taeng,Chiang Mai
ขี้เหล็ก,แม่ริม,เชียงใหม่,50180,500603,5007,50,Khilek,Mae Rim,Chiang Mai
ดอนแก้ว,แม่ริม,เชียงใหม่,50180,500710,5007,50,Don Kaeo,Mae Rim,Chiang Mai
โป่งแยง,แม่ริม,เชียงใหม่,50180,500708,5007,50,Pong Yaeng,Mae Rim,Chiang Mai
แม่แรม,แม่ริม,เชียงใหม่,50180,500707,5007,50,Mae Raem,Mae Rim,Chiang Mai
แม่สา,แม่ริม,เชียงใหม่,50180,500709,5007,50,Mae Sa,Mae Rim,Chiang Mai
ริมใต้,แม่ริม,เชียงใหม่,50180,500701,5007,50,Rim Tai,Mae Rim,Chiang Mai
ริมเหนือ,แม่ริม,เชียงใหม่,50180,500702,5007,50,Rim Nuea,Mae Rim,Chiang Mai
สะลวง,แม่ริม,เชียงใหม่,50330,500705,5007,50,Saluang,Mae Rim,Chiang Mai
สันโป่ง,แม่ริม,เชียงใหม่,50180,500703,5007,50,San Pong,Mae Rim,Chiang Mai
ห้วยทราย,แม่ริม,เชียงใหม่,50180,500706,5007,50,Huai Sai,Mae Rim,Chiang Mai
เหมืองแก้ว,แม่ริม,เชียงใหม่,50180,500711,5007,50,Mueang Kaeo,Mae Rim,Chiang Mai
ดอนเปา,แม่วาง,เชียงใหม่,50360,502205,5022,50,Don Pao,Mae Wang,Chiang Mai
ทุ่งปี้,แม่วาง,เชียงใหม่,50360,501209,5022,50,Thung Pi,Mae Wang,Chiang Mai
ทุ่งรวงทอง,แม่วาง,เชียงใหม่,50360,501213,5022,50,Thung Ruang Thong,Mae Wang,Chiang Mai
บ้านกาด,แม่วาง,เชียงใหม่,50360,501211,5022,50,Ban Kat,Mae Wang,Chiang Mai
แม่วิน,แม่วาง,เชียงใหม่,50360,501212,5022,50,Mae Win,Mae Wang,Chiang Mai
ทาเหนือ,แม่ออน,เชียงใหม่,50130,501315,5023,50,Tha Nuea,Mae On,Chiang Mai
บ้านสหกรณ์,แม่ออน,เชียงใหม่,50130,501308,5023,50,Ban Sahakon,Mae On,Chiang Mai
แม่ทา,แม่ออน,เชียงใหม่,50130,501314,5023,50,Mae Tha,Mae On,Chiang Mai
ห้วยแก้ว,แม่ออน,เชียงใหม่,50130,501309,5023,50,Huai Kaeo,Mae On,Chiang Mai
ออนกลาง,แม่ออน,เชียงใหม่,50130,501316,5023,50,On Klang,Mae On,Chiang Mai
ออนเหนือ,แม่ออน,เชียงใหม่,50130,501307,5023,50,On Nuea,Mae On,Chiang Mai
ท่าตอน,แม่อาย,เชียงใหม่,50280,501005,5010,50,Tha Ton,Mae Ai,Chiang Mai
บ้านหลวง,แม่อาย,เชียงใหม่,50280,500203,5010,50,Ban Luang,Mae Ai,Chiang Mai
มะลิกา,แม่อาย,เชียงใหม่,50280,501007,5010,50,Malika,Mae Ai,Chiang Mai
แม่นาวาง,แม่อาย,เชียงใหม่,50280,500995,5010,50,Mae Na Wang,Mae Ai,Chiang Mai
แม่สาว,แม่อาย,เชียงใหม่,50280,500996,5010,50,Mae Sao,Mae Ai,Chiang Mai
แม่อาย,แม่อาย,เชียงใหม่,50280,500997,5010,50,Mae Ai,Mae Ai,Chiang Mai
สันต้นหมื้อ,แม่อาย,เชียงใหม่,50280,501003,5010,50,San Ton Mue,Mae Ai,Chiang Mai
เปียงหลวง,เวียงแหง,เชียงใหม่,50350,502002,5020,50,Piang Luang,Wiang Haeng,Chiang Mai
เมืองแหง,เวียงแหง,เชียงใหม่,50350,502001,5020,50,Mueang Haeng,Wiang Haeng,Chiang Mai
แสนไห,เวียงแหง,เชียงใหม่,50350,502003,5020,50,Saen Hai,Wiang Haeng,Chiang Mai
บ่อแก้ว,สะเมิง,เชียงใหม่,50250,500804,5008,50,Bo Kaeo,Samoeng,Chiang Mai
แม่สาบ,สะเมิง,เชียงใหม่,50250,500803,5008,50,Mae Sap,Samoeng,Chiang Mai
ยั้งเมิน,สะเมิง,เชียงใหม่,50250,500805,5008,50,Yang Moen,Samoeng,Chiang Mai
สะเมิงใต้,สะเมิง,เชียงใหม่,50250,500801,5008,50,Samoeng Tai,Samoeng,Chiang Mai
สะเมิงเหนือ,สะเมิง,เชียงใหม่,50250,500802,5008,50,Samoeng Nuea,Samoeng,Chiang Mai
แช่ช้าง,สันกำแพง,เชียงใหม่,50130,501305,5013,50,Chae Chang,San Kamphaeng,Chiang Mai
ต้นเปา,สันกำแพง,เชียงใหม่,50130,501312,5013,50,Ton Pao,San Kamphaeng,Chiang Mai
ทรายมูล,สันกำแพง,เชียงใหม่,50130,501302,5013,50,Sai Mun,San Kamphaeng,Chiang Mai
บวกค้าง,สันกำแพง,เชียงใหม่,50130,501304,5013,50,Buak Khang,San Kamphaeng,Chiang Mai
แม่ปูคา,สันกำแพง,เชียงใหม่,50130,501310,5013,50,Mae Pu Kha,San Kamphaeng,Chiang Mai
ร้องวัวแดง,สันกำแพง,เชียงใหม่,50130,501303,5013,50,Rong Wua Daeng,San Kamphaeng,Chiang Mai
สันกลาง,สันกำแพง,เชียงใหม่,50130,501202,5013,50,San Klang,San Kamphaeng,Chiang Mai
สันกำแพง,สันกำแพง,เชียงใหม่,50130,501301,5013,50,San Kamphaeng,San Kamphaeng,Chiang Mai
ห้วยทราย,สันกำแพง,เชียงใหม่,50130,500706,5013,50,Huai Sai,San Kamphaeng,Chiang Mai
ออนใต้,สันกำแพง,เชียงใหม่,50130,501306,5013,50,On Tai,San Kamphaeng,Chiang Mai
ป่าไผ่,สันทราย,เชียงใหม่,50210,501412,5014,50,Pa Phai,San Sai,Chiang Mai
เมืองเล็น,สันทราย,เชียงใหม่,50210,501411,5014,50,Mueang Len,San Sai,Chiang Mai
แม่แฝก,สันทราย,เชียงใหม่,50290,501409,5014,50,Mae Faek,San Sai,Chiang Mai
แม่แฝกใหม่,สันทราย,เชียงใหม่,50290,501410,5014,50,Mae Faek Mai,San Sai,Chiang Mai
สันทรายน้อย,สันทราย,เชียงใหม่,50210,501402,5014,50,San Sai Noi,San Sai,Chiang Mai
สันทรายหลวง,สันทราย,เชียงใหม่,50210,501401,5014,50,San Sai Luang,San Sai,Chiang Mai
สันนาเม็ง,สันทราย,เชียงใหม่,50210,501404,5014,50,San Na Meng,San Sai,Chiang Mai
สันป่าเปา,สันทราย,เชียงใหม่,50210,501405,5014,50,San Pa Pao,San Sai,Chiang Mai
สันพระเนตร,สันทราย,เชียงใหม่,50210,501403,5014,50,San Phranet,San Sai,Chiang Mai
หนองจ๊อม,สันทราย,เชียงใหม่,50210,501407,5014,50,Nong Chom,San Sai,Chiang Mai
หนองหาร,สันทราย,เชียงใหม่,50290,501408,5014,50,Nong Han,San Sai,Chiang Mai
